dates,R0,Q05,Q95,Q025,Q975,city
2020-03-06,1.45501743555992,1.12764662245359,1.81681569475375,1.07281499619234,1.89455505414104,Coruna
2020-03-07,1.63221129363706,1.30932091803521,1.9845345001603,1.25423597377246,2.05920817989588,Coruna
2020-03-08,1.63010052462889,1.33704065795662,1.94721445721488,1.28644984211116,2.01381630089642,Coruna
2020-03-09,1.79679830947801,1.51842500566809,2.09461880930184,1.46960300270217,2.15638739676371,Coruna
2020-03-10,1.97235477071447,1.71431222236125,2.24544301348788,1.66837855212397,2.30139431814158,Coruna
2020-03-11,1.89420437218224,1.6767426368943,2.1227079884892,1.63765816253173,2.16914482300668,Coruna
2020-03-12,1.91780535113813,1.7282261049936,2.11561159590936,1.69383137075065,2.15548470114149,Coruna
2020-03-13,1.86600114459911,1.70434591058777,2.03376982635504,1.67480915548757,2.06737769789166,Coruna
2020-03-14,1.72576212804773,1.59072716935161,1.86539191771639,1.5659357728897,1.89324321487701,Coruna
2020-03-15,1.65457051924745,1.53750209522747,1.77522882940918,1.51591784418284,1.79920379032548,Coruna
2020-03-16,1.64202787402841,1.53754553639255,1.74938233144481,1.51820461826908,1.77063598948362,Coruna
2020-03-17,1.50867741389781,1.41880695697111,1.60085646439568,1.40213314948199,1.61906773458328,Coruna
2020-03-18,1.40598797451325,1.32668942982183,1.48721247687272,1.3119511343784,1.50323341762689,Coruna
2020-03-19,1.27107240371577,1.2009506846554,1.34285904913086,1.18790907253344,1.35700946807874,Coruna
2020-03-20,1.26469457379229,1.19817532739673,1.33271791328752,1.18578613386133,1.34610880673844,Coruna
2020-03-21,1.16329822286101,1.10242600062575,1.22553962699414,1.09108687582963,1.23779060362608,Coruna
2020-03-22,1.08344683682779,1.02654886706931,1.14162931227396,1.01595115800268,1.15308247997345,Coruna
2020-03-23,1.01673036894084,0.962490813714307,1.07221425632015,0.952392891977257,1.08314088056337,Coruna
2020-03-24,0.968916345537703,0.916149870453759,1.02291920565943,0.90633223347242,1.03356025082636,Coruna
2020-03-25,0.967112751021033,0.914060708759821,1.02141714802599,0.904192106474604,1.03211979338919,Coruna
2020-03-26,0.952720726965923,0.899676438713719,1.00703637940504,0.889813760045371,1.0177457597449,Coruna
2020-03-27,0.908093293302487,0.85584004755875,0.961641969783679,0.846134491892986,0.972210251816089,Coruna
2020-03-28,0.954916839767585,0.900373176836248,1.01080252433867,0.890239819219117,1.02182963750868,Coruna
2020-03-29,0.961260146496785,0.905947588823456,1.01794397951115,0.895673794346706,1.02913101107455,Coruna
2020-03-30,0.926335125597668,0.871660190354668,0.982401335083755,0.861513181288038,0.99347489729308,Coruna
2020-03-31,0.871687852243803,0.817946757748314,0.926859043368964,0.807987649288675,0.937770554503801,Coruna
2020-04-01,0.910880134278909,0.854562219868844,0.968701119481142,0.844126610337943,0.980137729978314,Coruna
2020-04-02,0.952637969075549,0.89390615701198,1.01293268504487,0.883022186526017,1.02485750398124,Coruna
2020-04-03,0.911200117645546,0.853220396441351,0.970773646070255,0.8424876633689,0.98256780377712,Coruna
2020-04-04,0.845432113085117,0.78872286678195,0.903787235659476,0.77824556484279,0.91536063004786,Coruna
2020-04-05,0.876293807292352,0.816807810483487,0.937527658246221,0.805822466502819,0.949677005965841,Coruna
2020-04-06,0.953204134047007,0.889480447382321,1.01877088360736,0.877705706618322,1.03177303642492,Coruna
2020-04-07,1.02660700974851,0.959744789255534,1.0953517787032,0.947378178811546,1.10897210204725,Coruna
2020-04-08,0.912317688333605,0.849623254485976,0.976877645004064,0.838050846593017,0.989692417006435,Coruna
2020-04-09,0.910705326478365,0.847215599014767,0.976112451307963,0.835502951825863,0.989102005953697,Coruna
2020-04-10,0.865856162184118,0.802789898879463,0.930915129324221,0.791175844106896,0.943856232334633,Coruna
2020-04-11,0.876792949774538,0.811686361970371,0.943998117378223,0.799706184106603,0.957375846903325,Coruna
2020-04-12,0.822106148158646,0.757481094151605,0.88894075040899,0.745618870368459,0.902274408411826,Coruna
2020-04-13,0.808006260708118,0.741738368067074,0.876641674903036,0.729598186224323,0.890358477243142,Coruna
2020-04-14,0.779903055578809,0.712242917457831,0.850125718636628,0.699881300345205,0.864193792390945,Coruna
2020-04-15,0.882029756608828,0.806778096057171,0.960082371751537,0.793018139536747,0.975707569925431,Coruna
2020-04-16,0.836647913004748,0.761462647279958,0.914787007838475,0.747750751714105,0.930465921449213,Coruna
2020-04-17,0.852637744501906,0.774453585408277,0.933958809586934,0.760209842221379,0.950291473439777,Coruna
2020-04-18,0.903591790356727,0.820603715345073,0.989915025891614,0.805486058192424,1.00725362383415,Coruna
2020-04-19,0.919193551103058,0.833817190926029,1.00804154482965,0.818273817060104,1.02589673142268,Coruna
2020-04-20,0.819240603779067,0.737499592436292,0.904563562355927,0.722677587907012,0.921770783299278,Coruna
2020-04-21,0.853105372975455,0.766843022120293,0.943200917053275,0.751213401962045,0.961383046030323,Coruna
2020-04-22,0.783787663838251,0.698562208543492,0.873100127518616,0.683189432606141,0.89119434961744,Coruna
2020-04-23,0.856351923430508,0.763443674760282,0.953705177114036,0.746682696953567,0.973425985686877,Coruna
2020-04-24,0.900645476654368,0.802272498600967,1.00375828419314,0.784533330864225,1.02465359085672,Coruna
2020-04-25,0.850370150195033,0.752987222235694,0.952684854720421,0.735481582998342,0.973474376467456,Coruna
2020-04-26,0.85413960023929,0.753800781318333,0.959698303731236,0.735795511338326,0.981179253740445,Coruna
2020-04-27,0.84911019472036,0.74607553749913,0.957691760979818,0.727629275301316,0.979831392425477,Coruna
