dates,R0,Q05,Q95,Q025,Q975,city
2020-02-29,0.966462097733646,0.584291058057343,1.4268134732905,0.528373822195753,1.53463107660809,Zaragoza
2020-03-01,1.33155631094099,0.871955787433754,1.87061027412867,0.801683882357287,1.99367340612438,Zaragoza
2020-03-02,1.94720698093419,1.40159823656508,2.56648190620982,1.31377237315734,2.70329690027363,Zaragoza
2020-03-03,1.71147946296266,1.2650101687045,2.2134619012663,1.19210815468423,2.32328897495998,Zaragoza
2020-03-04,1.8821492025575,1.46277165446709,2.3451528094079,1.39242434143048,2.44452909183926,Zaragoza
2020-03-05,1.75117004802121,1.39662578203448,2.13886972177545,1.33632723094564,2.22123374516316,Zaragoza
2020-03-06,1.58984140430994,1.29071656941792,1.91477039982445,1.23935937018815,1.98330253420558,Zaragoza
2020-03-07,1.48615487009195,1.22381190719206,1.76960599800551,1.17842838412879,1.8290399860476,Zaragoza
2020-03-08,1.65001381667979,1.39438145379394,1.92350469042319,1.34954782999386,1.98022726313003,Zaragoza
2020-03-09,1.58925544313112,1.36289188175679,1.8300689667243,1.32288223362217,1.87969904722044,Zaragoza
2020-03-10,1.62803304887381,1.42037083803285,1.84748176651914,1.38333186657381,1.89236847969442,Zaragoza
2020-03-11,1.65469441199536,1.46567045528986,1.85326617592739,1.43168562247723,1.89360853793004,Zaragoza
2020-03-12,1.6765599741743,1.50570888115031,1.85506521432668,1.47476718162662,1.89110376690703,Zaragoza
2020-03-13,1.7475107028977,1.59141768450198,1.90969771002874,1.56294136139967,1.94223215761058,Zaragoza
2020-03-14,1.64368490590211,1.50972408208475,1.78240058966799,1.485175450542,1.81011566361294,Zaragoza
2020-03-15,1.54990318634096,1.43335761332633,1.6702545451888,1.4119236302728,1.69422298957458,Zaragoza
2020-03-16,1.52262639205046,1.41752517732431,1.63086934961305,1.39812848591651,1.65235831544875,Zaragoza
2020-03-17,1.45902028138139,1.36496206909552,1.55569904111149,1.34755892550086,1.57484738227263,Zaragoza
2020-03-18,1.40213702352655,1.31707375756694,1.48942675590182,1.30130147904338,1.50668179923578,Zaragoza
2020-03-19,1.31622139138261,1.23947889619855,1.39489233697915,1.22523073155944,1.41042480223591,Zaragoza
2020-03-20,1.31400614339409,1.24159824136778,1.3881312524934,1.22813096549186,1.40274215321717,Zaragoza
2020-03-21,1.26275899078829,1.19560849644344,1.3314450043721,1.1831057409204,1.34497038800214,Zaragoza
2020-03-22,1.18482891515599,1.12286174775334,1.24818916367696,1.1113184889398,1.26066019084463,Zaragoza
2020-03-23,1.21787709750248,1.15717813815473,1.27987501677214,1.14585578311215,1.29206246075895,Zaragoza
2020-03-24,1.15607950200536,1.09916892841544,1.21419266556239,1.08854965405145,1.22561284867132,Zaragoza
2020-03-25,1.09391819088485,1.04021326224316,1.14875483513746,1.03019141443993,1.15953039048559,Zaragoza
2020-03-26,1.04272935343153,0.991235314442733,1.09531506316722,0.981627570436638,1.10564984501799,Zaragoza
2020-03-27,1.00597666539754,0.955815541317152,1.05721174864948,0.946458958723171,1.06728357284073,Zaragoza
2020-03-28,0.96648388560863,0.917371042525812,1.01666878935945,0.90821480046653,1.02653900747206,Zaragoza
2020-03-29,0.927662433965621,0.87924409578552,0.977166992848205,0.870224185686926,0.986910307615555,Zaragoza
2020-03-30,0.836564912224786,0.789960767062127,0.884286728451459,0.78129567794723,0.893696162821309,Zaragoza
2020-03-31,0.824021027224558,0.776308989448227,0.872923498769157,0.767448690975023,0.882576597535836,Zaragoza
2020-04-01,0.857869432232465,0.807367051389379,0.909653485946988,0.797993619224098,0.919880479802836,Zaragoza
2020-04-02,0.899614130087507,0.846342420433452,0.954245964397144,0.836456895991495,0.965037296796296,Zaragoza
2020-04-03,0.831254596888684,0.779030759982415,0.884895351175413,0.769359161221053,0.89551057324682,Zaragoza
2020-04-04,0.834991135799177,0.780993585519369,0.890497950698563,0.771003803483253,0.901492852396155,Zaragoza
2020-04-05,0.884295192257679,0.826792974587066,0.943413779365835,0.81615694352333,0.955126257450974,Zaragoza
2020-04-06,0.904049532860232,0.844503044043226,0.965292125194585,0.833494073785809,0.977430640515825,Zaragoza
2020-04-07,0.924478850543533,0.863136232105226,0.987582045142298,0.851798291203787,1.00009246630963,Zaragoza
2020-04-08,0.901503375396192,0.840039975376992,0.964780823714878,0.828691344622822,0.977337540135505,Zaragoza
2020-04-09,0.892571074087232,0.830288775562149,0.956736076294395,0.818799287734802,0.969479366825608,Zaragoza
2020-04-10,0.90401201673525,0.839988881345618,0.970000317521819,0.828185189622873,0.983112724719918,Zaragoza
2020-04-11,0.900336225576976,0.835210847143501,0.96750471339001,0.823214188731073,0.980861989510771,Zaragoza
2020-04-12,0.878352765399083,0.81279012573613,0.946040080693466,0.800728675993542,0.95951645923198,Zaragoza
2020-04-13,0.882045557898506,0.814784840150356,0.951534699509811,0.802422304765605,0.965381248610501,Zaragoza
2020-04-14,0.859598643289645,0.791630558219591,0.929904675747997,0.779157974865581,0.943934197927295,Zaragoza
2020-04-15,0.860565968629159,0.790690883414816,0.932911646512761,0.777883892177337,0.947363900956033,Zaragoza
2020-04-16,0.857941660185725,0.786203912860779,0.932294321611491,0.773073696960391,0.947165897829054,Zaragoza
2020-04-17,0.876546322338976,0.801966511109842,0.953894213292773,0.788327583327669,0.96937649162344,Zaragoza
2020-04-18,0.937251564427918,0.858150559283039,1.01926383889229,0.843679112116534,1.03567399496424,Zaragoza
2020-04-19,0.939357484958935,0.859104825230686,1.0226015024536,0.844431409098949,1.03926695486254,Zaragoza
