ID,area,pop,dens_pop,lon,lat,r_cbd,d_av,Oi,Dj,dens_Oi,dens_Dj
347,1.640360948,15707,9575.331587,-43.350926,-22.925974,7725.716336,7.379603673,769,651,468.7992609,396.8638736
348,1.401265313,15612,11141.35907,-43.358458,-22.934843,7726.948947,7.465390304,725,360,517.3895288,256.9106626
35,4.977786521,29085,5842.958487,-43.693778,-22.977474,7747.275078,16.94119433,1250,775,251.1156303,155.6916908
350,2.276594742,33925,14901.64208,-43.367282,-22.930563,7726.951838,6.91686257,1560,1134,685.2339466,498.1123689
351,1.4448031,5235,3623.331095,-43.376787,-22.937932,7728.131811,6.838030281,527,1230,364.755585,851.3270768
352,1.728840765,17567,10161.14402,-43.382807,-22.927989,7727.444075,6.68206071,1182,2022,683.6951232,1169.56983
354,1.237613305,15443,12478.04943,-43.380322,-22.918345,7726.377517,7.078234035,775,713,626.2052909,576.1088676
355,5.378402347,24723,4596.718208,-43.397931,-22.910876,7726.489458,10.60301529,1056,108,196.3408335,20.08031252
356,3.280488691,16051,4892.868567,-43.350144,-22.91539,7724.639019,7.797699522,877,934,267.3382178,284.7136778
357,2.415211173,19636,8130.137943,-43.370319,-22.91039,7725.115964,6.939764939,916,786,379.2629026,325.4373815
358,3.768287879,36440,9670.17414,-43.356823,-22.902965,7723.738863,8.120931116,1735,1477,460.4212989,391.9551922
359,2.729782085,26357,9655.349468,-43.34624,-22.8955,7722.49768,7.79435655,1118,469,409.5565013,171.808586
36,6.890159144,27331,3966.671804,-43.693374,-22.961689,7745.708092,37.00902516,1165,82,169.0817259,11.90103135
360,4.179224837,32227,7711.238629,-43.367004,-22.887786,7722.736483,8.269909316,1508,973,360.8324651,232.8182948
363,3.437536686,5740,1669.800361,-43.294705,-22.991705,7729.481592,6.685339544,234,189,68.0720008,54.98123141
364,7.82871526,16012,2045.29089,-43.311695,-22.984017,7729.539409,8.04807346,735,302,93.88513639,38.57593359
365,1.77243493,10921,6161.580215,-43.331117,-22.98331,7730.400227,7.736396438,649,645,366.1629484,363.906166
366,0.749652479,4669,6228.219253,-43.372797,-23.003324,7734.36425,9.571517943,376,711,501.5657398,948.4394707
367,0.702437492,3232,4601.121147,-43.383314,-23.003528,7734.888567,9.533104593,214,500,304.6534423,711.8071081
368,3.543988428,21210,5984.782522,-43.418657,-23.006417,7736.86784,12.01803994,1222,2114,344.8092523,596.5030765
37,5.216050221,11771,2256.688395,-43.617934,-22.993106,7745.147456,18.00829159,568,232,108.8946571,44.47809936
370,8.224998836,6405,778.7235145,-43.34863,-22.990218,7731.918185,9.757981807,569,2480,69.1793411,301.5197995
371,10.51218368,4080,388.1210721,-43.388087,-22.988003,7733.592426,9.523509416,426,1247,40.52440606,118.624259
373,5.395399227,7628,1413.797141,-43.40614,-22.986993,7734.359395,11.70652919,541,645,100.2706152,119.5462973
374,1.204170411,14502,12043.14595,-43.329167,-23.009659,7732.896081,9.316879962,687,1166,570.5172573,968.3014876
375,1.228763458,7061,5746.427398,-43.351003,-23.00889,7733.866535,14.28417359,311,316,253.0999746,257.1691061
377,7.747607604,232,29.9447277,-43.406781,-23.011626,7736.809609,10.48647012,176,518,22.71668998,66.85934891
378,1.704745164,817,479.2505163,-43.287024,-23.008009,7730.716587,14.85477407,37,22,21.70412375,12.90515466
379,1.798757271,1960,1089.641182,-43.294501,-23.003748,7730.655541,12.46242082,63,54,35.02418087,30.02072646
380,1.964814927,17680,8998.302975,-43.308303,-23.011566,7732.084546,11.97540267,801,1310,407.6719844,666.7294625
381,0.365205369,14365,39334.03293,-43.322825,-23.006109,7732.243504,12.67158748,581,339,1590.885704,928.2448425
382,0.93703134,8124,8669.934138,-43.333596,-23.003591,7732.511916,9.43678935,628,1428,670.2017034,1523.961835
383,0.789997639,9190,11632.94616,-43.3466,-23.002962,7733.073094,10.52636864,511,1139,646.8373764,1441.776461
384,0.785147357,2344,2985.426849,-43.359276,-23.003054,7733.689585,10.23292847,96,46,122.2700416,58.58772827
386,1.035815349,9120,8804.6581,-43.172473,-22.93474,7718.036005,10.28439564,449,778,433.4749437,751.099123
387,0.312882339,20492,65494.26885,-43.177831,-22.936679,7718.482662,10.17965365,757,563,2419.439855,1799.398466
388,0.087626076,6421,73277.27413,-43.175488,-22.938849,7718.58417,7.142170731,230,117,2624.789449,1335.21898
39,3.275455028,3545,1082.292374,-43.554152,-23.036805,7746.362437,13.89703767,204,415,62.28142296,126.6999536
391,5.942639924,10452,1758.814287,-43.468589,-22.986893,7737.348625,11.51793587,526,642,88.51285065,108.0327949
392,45.65229482,13492,295.5382649,-43.486483,-22.972238,7736.770123,11.03977796,626,561,13.71234464,12.28853888
393,4.364740475,11524,2640.248616,-43.442727,-23.001644,7737.554607,15.08503258,392,39,89.81060896,8.935239156
394,9.499617545,7378,776.6628462,-43.474857,-23.004851,7739.412928,12.32994071,318,335,33.47503186,35.26457759
395,0.589486992,7376,12512.57466,-43.486079,-23.022757,7741.710127,11.2929546,542,846,919.4435285,1435.146172
396,25.86136988,3390,131.0835433,-43.530084,-23.037794,7745.301667,12.64068299,156,106,6.032163056,4.098777461
397,2.150580392,17904,8325.194475,-43.451749,-23.016168,7739.41405,12.40459746,878,1439,408.2618828,669.1216963
398,1.012421391,8022,7923.578136,-43.463461,-23.024789,7740.823025,9.361445765,428,579,422.7488709,571.8962529
399,4.3068401,26652,6188.295683,-43.476931,-23.025251,7741.515429,12.56807076,1217,1560,282.5737598,362.2145155
4,0.580747215,3705,6379.712041,-43.191869,-22.894914,7715.046117,8.379060099,183,220,315.111283,378.8223074
40,3.641094945,9456,2597.020991,-43.638202,-22.998055,7746.610313,15.29803878,436,420,119.7441997,115.3499171
400,7.732535129,12201,1577.87838,-43.393866,-22.895789,7724.812493,9.785476527,610,905,78.88745279,117.0379423
401,3.278547362,2210,674.0790222,-43.383267,-22.878501,7722.605468,3.546482706,90,29,27.4511819,8.845380834
402,6.251504328,10263,1641.684859,-43.398448,-22.86923,7722.424326,8.697560267,430,322,68.78344434,51.5076025
403,4.405154787,3917,889.1855541,-43.409661,-22.85065,7721.138763,6.669607136,282,393,64.01591173,89.21366422
404,2.290205335,583,254.5623273,-43.389038,-22.844692,7719.562331,4.413055867,23,2,10.04276763,0.873284142
405,2.256364683,9226,4088.878038,-43.383611,-22.858591,7720.666556,8.472419005,706,1155,312.8926832,511.8853386
406,2.054160621,24424,11890.01471,-43.413453,-22.872793,7723.495395,8.665224834,1229,1285,598.2979069,625.5596504
407,8.252002379,27569,3340.886095,-43.434723,-22.855693,7722.839198,8.614528921,1580,1773,191.4686797,214.8569424
408,1.751313239,24760,14137.96199,-43.431332,-22.870649,7724.144505,8.630287891,1302,1168,743.4421046,666.9280938
409,1.177591219,10001,8492.760339,-43.430396,-22.876084,7724.633128,7.656217537,416,283,353.2635037,240.3210855
410,1.803784442,24793,13744.99049,-43.432054,-22.884586,7725.547626,8.265697388,1421,1744,787.7881451,966.8561049
411,4.642720937,26691,5748.999425,-43.424321,-22.898385,7726.530782,10.19514644,1125,138,242.314801,29.72394892
412,1.536116015,25728,16748.73495,-43.43988,-22.891819,7726.634102,8.111139002,1134,627,738.2254912,408.1722954
413,2.084358246,40848,19597.39891,-43.419146,-22.884518,7724.920387,8.200840359,1870,797,897.1586358,382.3718891
414,1.784992406,31063,17402.31493,-43.449119,-22.867051,7724.646846,7.722387562,1250,266,700.2830914,149.0202418
415,6.443611481,31921,4953.898926,-43.459054,-22.894329,7727.802726,8.810886115,1716,2286,266.3102834,354.769993
416,4.947976882,1475,298.1016353,-43.228158,-22.854093,7712.768692,7.593857597,410,1321,82.86214948,266.9778036
417,2.061562764,33367,16185.29427,-43.487452,-22.856036,7725.410859,12.23385644,1725,1301,836.7438674,631.0746501
419,7.104991229,45563,6412.815798,-43.475146,-22.847469,7723.977388,3.321437558,1388,51,195.3556247,7.178052492
42,14.3488465,27103,1888.862634,-43.647816,-22.976449,7744.955297,16.2597817,1235,441,86.06963631,30.73417782
420,3.023155943,22415,7414.437237,-43.492848,-22.863026,7726.356776,10.90628933,1037,580,343.0190237,191.8524915
422,1.424912901,27106,19022.91711,-43.473763,-22.870923,7726.212927,8.746481909,1121,479,786.7147524,336.1608978
423,0.554033354,5728,10338.72773,-43.465042,-22.870613,7725.762735,1.129773636,431,12,777.9315036,21.65934581
424,1.879100138,35575,18931.93411,-43.458512,-22.866858,7725.079869,8.284153109,2234,3357,1188.866923,1786.493403
425,2.071642176,19813,9563.910325,-43.472842,-22.880722,7727.130449,7.767125997,1974,5457,952.867258,2634.142161
426,1.133308547,11373,10035.21947,-43.458798,-22.88118,7726.499582,3.984006411,324,78,285.8886054,68.82503463
427,1.804168143,23096,12801.46758,-43.472736,-22.891447,7728.178117,13.22157355,785,46,435.10357,25.49651493
428,0.563573948,5049,8958.895312,-43.460508,-22.88964,7727.412359,12.93467009,235,56,416.9816594,99.36584224
429,1.872647105,22644,12091.97394,-43.497688,-22.870761,7727.349021,1.236102314,1,1,0.534003442,0.534003442
43,7.677297774,1961,255.4284147,-43.622953,-22.955597,7741.710611,6.376755283,40,1,5.210166543,0.130254164
430,0.447856928,9344,20863.80587,-43.498967,-22.877486,7728.070627,13.79081159,442,17,986.9223237,37.95855091
432,2.048555083,26321,12848.56835,-43.49453,-22.881086,7728.210273,9.838068066,1433,1237,699.5174364,603.8402434
433,12.17296568,38775,3185.337167,-43.487604,-22.905654,7730.288188,11.09745612,1743,780,143.1861427,64.07641496
434,4.044272682,20914,5171.263573,-43.515518,-22.881409,7729.252853,10.23073729,1083,878,267.7860978,217.0971319
435,4.427141685,20476,4625.106098,-43.524978,-22.867798,7728.373063,11.25602184,967,583,218.4253563,131.6876761
436,12.82474088,21973,1713.328963,-43.537054,-22.841981,7726.422122,13.37823302,1044,690,81.40515349,53.80225662
437,13.73981336,5293,385.2308514,-43.568214,-22.850468,7728.75785,9.766952128,1,1,0.072781192,0.072781192
438,9.426047548,4361,462.6541483,-43.595112,-22.868115,7731.786954,12.99782381,325,550,34.47892644,58.34895243
439,0.905068216,6284,6943.123062,-43.553657,-22.910329,7733.928398,7.404994819,268,217,296.110277,239.7609332
44,6.983627348,30565,4376.665374,-43.598399,-22.955287,7740.495887,11.51892427,1389,784,198.8937741,112.2625766
440,1.988501373,17217,8658.279161,-43.537033,-22.91477,7733.563049,8.735263838,1397,2607,702.5391176,1311.037566
441,5.33021567,18966,3558.204991,-43.544649,-22.929787,7735.403485,10.6856062,527,35,98.87029581,6.566338431
442,23.67686556,10224,431.8139144,-43.514432,-22.927539,7733.727588,10.2108308,501,338,21.15989545,14.27553825
443,4.040467848,35304,8737.602013,-43.597115,-22.884737,7733.513931,12.42384826,1610,886,398.4687073,219.281537
445,3.212514765,34179,10639.32853,-43.573873,-22.888694,7732.780662,8.071362962,1562,899,486.2234463,279.8430718
446,3.777204081,28147,7451.808108,-43.564018,-22.875605,7731.0213,9.501676844,1616,1824,427.8296765,482.8968625
447,6.392149638,28318,4430.121572,-43.546591,-22.879562,7730.569143,10.67194679,1257,854,196.6474615,133.601378
448,0.238116366,3793,15929.18649,-43.586979,-22.894748,7734.006757,9.453987404,178,15,747.5336658,62.99441004
449,2.3608961,16263,6888.486113,-43.567933,-22.895948,7733.205789,8.721883639,1535,3235,650.1768544,1370.242426
450,0.900940016,5993,6651.941188,-43.550633,-22.897048,7732.479598,6.700622969,203,33,225.3202171,36.62840968
451,6.967441475,23799,3415.744514,-43.577286,-22.921038,7736.11815,9.736499039,1404,1661,201.5086894,238.3945392
452,0.666131732,2868,4305.454707,-43.574686,-22.94163,7738.012924,9.52911759,370,750,555.445691,1125.903428
453,2.402154067,18416,7666.452478,-43.556439,-22.905352,7733.574196,10.40569059,1735,4301,722.2684106,1790.476331
455,4.660610059,35403,7596.215849,-43.562884,-22.928975,7736.202516,9.520925445,1824,1105,391.3650738,237.0934247
456,20.89919691,2038,97.5157088,-43.244843,-22.958565,7723.838059,9.677387945,82,70,3.923595742,3.349410999
457,4.346937352,53065,12207.44531,-43.41592,-22.742816,7710.852377,8.321027021,1051,774,241.7794219,178.0563963
458,5.770724748,59576,10323.83324,-43.401559,-22.756513,7711.505757,9.335901254,1446,1942,250.575112,336.5261877
459,17.72193494,62087,3503.398484,-43.391414,-22.71155,7706.60274,11.63674352,1158,539,65.34275202,30.41428613
46,46.72993267,25073,536.5511689,-43.557327,-22.973623,7740.315436,11.36649779,1351,1397,28.91080562,29.89518538
461,9.357367452,42784,4572.226133,-43.372408,-22.751781,7709.638482,9.241140574,800,409,85.49413113,43.70887454
462,5.81698225,49632,8532.259145,-43.381001,-22.742907,7709.180466,9.042238861,1034,679,177.7553989,116.7271913
463,10.43314582,73473,7042.26714,-43.34106,-22.742226,7707.192637,10.17509599,1429,969,136.9673178,92.87706857
464,4.825805074,34168,7080.269401,-43.341639,-22.719099,7704.948981,11.41211613,843,965,174.6858787,199.9666346
465,13.75904761,61566,4474.582963,-43.358908,-22.712737,7705.154801,12.45475997,1009,326,73.33356413,23.6935004
466,8.103963764,19582,2416.348416,-43.252958,-22.689076,7697.738433,12.01348657,885,1525,109.205819,188.1795186
467,16.31564162,36828,2257.220455,-43.299334,-22.675821,7698.663983,12.02202072,1055,1369,64.6618763,83.907212
468,12.5419649,42378,3378.896395,-43.262858,-22.666458,7695.991353,3.182882555,926,214,73.83213134,17.06271718
469,18.04051237,52744,2923.642018,-43.246418,-22.626717,7691.296671,15.08355477,1284,414,71.17314483,22.94835044
47,18.13346613,2669,147.1864221,-43.585616,-23.003576,7744.616919,13.6141641,135,162,7.444798419,8.933758103
471,3.826571756,24047,6284.215098,-43.222863,-22.63902,7691.374455,12.60062819,742,639,193.9072484,166.9902045
472,3.247575107,22413,6901.457014,-43.210454,-22.630076,7689.899741,13.83294897,757,719,233.0969955,221.3959574
473,1.49653695,9674,6464.257363,-43.201539,-22.622484,7688.725647,10.53621046,549,827,366.8469395,552.609142
475,35.04863559,13048,372.2826804,-43.330707,-22.660409,7698.658907,10.20925892,366,63,10.4426319,1.797502212
476,184.0069329,9737,52.91648444,-43.332431,-22.567696,7689.636969,11.16782174,213,132,1.15756508,0.717364275
478,1.052543794,17132,16276.75741,-43.299636,-22.77909,7708.824072,6.444355101,624,773,592.8494411,734.4112468
479,2.794599003,27348,9786.01938,-43.318497,-22.731278,7705.032783,9.425705249,791,595,283.0459752,212.9106893
480,3.150847001,27365,8684.966293,-43.25476,-22.643441,7693.340735,11.32932508,1005,1393,318.9618536,442.1033454
481,37.34010682,38087,1020.002438,-43.301312,-22.60332,7691.637374,16.93912985,973,747,26.05777227,20.00529896
482,3.192092456,27061,8477.511343,-43.255705,-22.678185,7696.800118,12.47728527,761,498,238.4016161,156.0105188
483,1.698136566,24270,14292.13674,-43.325672,-22.793266,7711.466892,6.780702369,624,334,367.4616121,196.6861834
484,1.933925085,25719,13298.86054,-43.314787,-22.79492,7711.106715,8.154409415,1027,1885,531.0443552,974.7016646
485,2.027777721,23867,11770.02772,-43.313526,-22.784947,7710.066373,8.671978488,830,1894,409.3150799,934.0274232
486,4.916117089,19744,4016.177736,-43.290269,-22.79904,7710.334751,7.770532576,641,891,130.3874559,181.2405978
488,1.607813005,25786,16037.93471,-43.294747,-22.787016,7709.368171,8.03796346,974,1418,605.7918407,881.9433574
489,4.192217404,4349,1037.398489,-43.280004,-22.779519,7707.92402,10.09457301,257,460,61.30407258,109.7271338
491,1.729149455,23670,13688.81096,-43.292322,-22.771701,7707.746982,2.139827607,383,1,221.4961807,0.57831901
493,1.212851207,14707,12125.97219,-43.317882,-22.774664,7709.265328,7.14687445,446,389,367.7285372,320.7318407
494,2.278703483,25775,11311.25668,-43.317543,-22.767987,7708.593099,8.490223275,701,388,307.6310741,170.2722636
497,1.268642969,20912,16483.75509,-43.301224,-22.767979,7707.808643,7.75190395,559,367,440.6283041,289.2854877
498,1.920755303,15543,8092.129161,-43.319712,-22.758751,7707.789961,7.971826509,440,402,229.0765509,209.292667
499,0.980785167,12385,12627.63795,-43.308068,-22.755752,7706.936036,12.0402128,203,17,206.977029,17.33305169
5,0.344572676,2741,7954.780499,-43.184469,-22.896979,7714.895412,10.15710146,226,636,655.8848569,1845.764465
50,0.979912277,36717,37469.68055,-43.257351,-22.887208,7717.421872,6.157561503,1555,650,1586.87674,663.3246823
500,1.001075638,13350,13335.65566,-43.298606,-22.753967,7706.306267,8.799756947,492,847,491.4713546,846.0899133
501,0.977388138,13804,14123.35537,-43.295102,-22.760625,7706.792176,8.370761196,347,291,355.0278407,297.7322814
502,1.166451117,10480,8984.517092,-43.292821,-22.751236,7705.760168,9.346113244,399,572,342.0631985,490.3763146
503,8.790184551,16981,1931.813821,-43.268456,-22.753056,7704.769473,9.195611815,636,785,72.35342971,89.30415459
505,13.78887814,28560,2071.234492,-43.291819,-22.733479,7703.967407,9.96745776,603,310,43.73089631,22.48188699
506,4.633494257,27206,5871.594631,-43.303046,-22.712575,7702.453011,9.542410746,931,838,200.9282732,180.8570279
508,28.36101628,19160,675.5752267,-43.252699,-22.719212,7700.687463,10.69123707,561,694,19.78067339,24.47020915
509,6.23470908,27772,4454.417944,-43.246375,-22.697383,7698.238756,12.41537597,749,358,120.1339133,57.42048192
510,171.3133354,16819,98.1768288,-42.968846,-22.648605,7680.158657,8.438236014,260,0,1.517686871,0
512,157.4636619,20787,132.0114098,-42.957275,-22.516542,7666.6067,27.55275828,390,174,2.47676191,1.105016852
514,7.458188834,7038,943.6607408,-42.982225,-22.543302,7670.432979,21.439193,181,195,24.26862661,26.14575795
515,4.956140474,17477,3526.332656,-42.870513,-22.750886,7685.547075,10.65736476,692,990,139.6247753,199.7522074
517,11.37794615,14210,1248.9073,-42.886604,-22.739237,7685.164816,13.89327103,496,383,43.5931049,33.66161125
518,2.70247021,14891,5510.143995,-42.859438,-22.759327,7685.852198,10.72061478,483,350,178.7253743,129.5111408
519,4.072433938,13542,3325.284144,-42.843181,-22.749257,7684.087373,10.09937517,519,565,127.4422146,138.737671
52,1.4535837,38763,26667.19501,-43.268742,-22.862747,7715.563249,5.88556727,1576,1089,1084.216891,749.1828642
521,6.535083187,12590,1926.524826,-42.812982,-22.723261,7680.090879,12.89539751,395,261,60.44299494,39.93828273
522,5.276516166,4584,868.7550376,-42.819627,-22.740599,7682.115167,10.64436973,123,68,23.31083543,12.88729113
523,65.24826766,8942,137.0457841,-42.845044,-22.782517,7687.453231,11.07378465,274,196,4.199345206,3.003911169
526,18.23049416,8188,449.1375784,-42.909533,-22.711582,7683.532198,15.18378009,372,851,20.40537117,46.68002922
528,59.0569872,4249,71.9474562,-42.791235,-22.678479,7674.644391,18.16539823,257,756,4.351728934,12.80119484
53,0.404095133,1006,2489.512783,-43.173506,-22.915177,7716.161225,10.57232033,119,443,294.4851105,1096.276504
530,24.87638907,4834,194.3208071,-42.980518,-22.738956,7689.609885,14.21354257,173,170,6.954385523,6.833789243
532,4.822912892,15428,3198.896672,-42.927468,-22.769753,7690.115105,12.99320759,658,730,136.4320722,151.3608096
536,22.22355714,13333,599.9489604,-43.830519,-22.903144,7746.611107,16.65931557,556,806,25.01849711,36.26782135
538,34.04012093,8789,258.1953225,-43.830126,-22.958669,7752.030234,17.32862544,541,750,15.89301052,22.0328242
54,0.709826875,8212,11569.01816,-43.17324,-22.92162,7716.782212,7.802731754,407,467,573.3792486,657.9069019
541,4.481314376,15839,3534.454106,-43.793685,-22.862373,7740.8314,24.76735554,315,93,70.29187724,20.75283995
542,19.34224527,22252,1150.43521,-43.785927,-22.889007,7743.064314,14.5606114,1049,1159,54.23362105,59.92065472
543,31.90975927,25594,802.074368,-43.743864,-22.856398,7737.831403,12.94711299,1133,604,35.5063788,18.92837846
544,25.18848909,14332,568.9900633,-43.570875,-22.665057,7710.7016,20.48748143,162,63,6.431509228,2.501142477
546,2.362788226,14918,6313.727077,-43.598882,-22.679408,7713.463884,21.77463798,264,311,111.7324003,131.6241534
547,16.90435469,24292,1437.026165,-43.629211,-22.692339,7716.199771,9.631131911,268,0,15.85390303,0
548,30.34690312,25473,839.3937234,-43.609893,-22.646204,7710.741592,28.38588969,312,175,10.28111497,5.766651026
549,16.4083324,33060,2014.829977,-43.162656,-22.596266,7684.282751,13.43617143,679,375,41.38141424,22.85424203
55,0.643371987,22909,35607.70515,-43.180251,-22.925962,7717.544232,9.024653788,882,414,1370.902088,643.4846537
551,47.34823827,76884,1623.798536,-43.174577,-22.6341,7688.573936,16.185895,1120,1284,23.65452318,27.11822122
552,53.64118655,25102,467.9613113,-43.173581,-22.693617,7694.37749,16.1769378,460,185,8.575500088,3.448842427
553,72.19185224,18943,262.3980326,-43.107873,-22.625711,7684.552333,17.83221264,408,292,5.651607312,4.044777782
555,70.10327082,28052,400.1525132,-43.056235,-22.634276,7682.923507,16.67340295,531,203,7.574539587,2.89572794
558,5.826812016,24320,4173.808926,-43.035296,-22.654189,7683.881677,20.3703733,435,913,74.65488827,156.6894552
559,78.8524728,5806,73.63117216,-43.930937,-23.016164,7762.550034,28.77549655,213,212,2.701246929,2.688565019
56,0.089292924,2730,30573.53116,-43.179083,-22.930849,7717.969073,8.261375765,194,657,2172.624559,7357.80585
560,24.90637794,9741,391.1046409,-43.956826,-22.92055,7754.449671,28.99165263,326,173,13.08901683,6.946011999
561,192.2587835,16139,83.94414918,-44.091867,-22.928588,7761.812703,43.53774097,297,563,1.544792881,2.928344754
562,36.4593455,4113,112.8105824,-44.134785,-23.006223,7771.496034,55.50982415,78,27,2.139369177,0.740550869
564,10.45592896,15297,1462.997698,-42.810644,-22.902626,7697.659051,28.00869368,494,65,47.2459216,6.216568631
565,7.232019315,12394,1713.767547,-42.973221,-22.959895,7711.017713,14.60968967,489,639,67.61596985,88.3570649
566,44.76266256,6416,143.3337436,-42.827648,-22.881839,7696.416059,19.75052506,199,4,4.445669417,0.089360189
567,27.82530079,9641,346.4832267,-42.892122,-22.904694,7701.727492,14.30473113,181,49,6.504871282,1.760987253
569,18.11211331,9423,520.2595544,-42.80491,-22.943278,7701.395095,39.25981504,222,24,12.25699046,1.325080049
570,127.2172482,13498,106.1019649,-42.72114,-22.913681,7694.512583,33.96341775,474,273,3.725909865,2.145935429
571,24.75809753,10754,434.3629387,-42.842035,-22.938874,7702.719837,24.18057273,607,629,24.51723115,25.40582931
572,37.81097528,15434,408.1883602,-42.910216,-22.946727,7706.727836,15.77922797,666,520,17.61393339,13.75262066
573,43.20189997,34262,793.0669721,-42.958536,-22.929986,7707.373994,12.67820729,1213,434,28.07746883,10.04585447
574,19.65082604,15054,766.0746663,-43.464343,-22.801759,7718.970553,9.344878217,337,4,17.14940631,0.203553784
578,1.235757769,12350,9993.867985,-43.42749,-22.770213,7714.09911,7.829517388,391,483,316.4050512,390.8532985
584,2.661725376,20865,7838.900358,-43.414239,-22.775584,7713.988489,8.785048398,623,634,234.0587071,238.1913648
585,0.382583115,4622,12081.035,-43.428933,-22.785884,7715.707023,8.32361211,362,878,946.1996258,2294.926164
586,0.796889912,9545,11977.81508,-43.424699,-22.782942,7715.214372,2.918971031,140,32,175.682987,40.15611131
589,1.29678437,22847,17618.19507,-43.434769,-22.798303,7717.20716,8.228858927,483,277,372.4597636,213.6052888
59,0.572048523,25914,45300.35295,-43.240891,-22.859898,7713.949059,3.94364522,1042,48,1821.523801,83.90896586
590,0.75639624,13445,17775.07513,-43.404903,-22.803134,7716.244244,2.269650994,425,1,561.8748181,1.322058396
592,0.879696956,14371,16336.30753,-43.400436,-22.812957,7716.993926,6.363942304,738,940,838.9252631,1068.549793
593,1.031304226,15249,14786.1316,-43.412883,-22.797851,7716.109445,6.762402633,732,1003,709.7808599,972.5549214
594,0.247394179,4849,19600.29947,-43.422614,-22.815886,7718.348382,4.016141741,156,56,630.5726373,226.3594082
595,7.218633032,17846,2472.213218,-43.436979,-22.832763,7720.696544,8.748549409,755,1002,104.5904393,138.807444
597,0.728636983,12947,17768.79338,-43.425759,-22.811119,7718.031696,4.546858086,452,49,620.3363411,67.24885114
598,0.858021772,16119,18786.23657,-43.426947,-22.805805,7717.567155,8.151209524,597,935,695.7865398,1089.715938
599,0.774116815,10536,13610.34898,-43.414175,-22.805226,7716.895717,5.974523372,764,1559,986.9311522,2013.90794
6,5.067155916,20289,4004.021257,-43.220414,-22.878946,7714.841412,9.186702767,1185,1757,233.8589969,346.7428335
600,0.87953923,10733,12202.98041,-43.418519,-22.808939,7717.469281,6.374994262,544,1042,618.5056689,1184.711226
602,0.66268663,9437,14240.51668,-43.407296,-22.815632,7717.586531,17.87292104,314,19,473.8287842,28.67116847
603,0.469743072,7251,15436.09779,-43.413041,-22.817291,7718.025771,5.563293817,197,21,419.3781911,44.70528941
604,9.222641371,16630,1803.171058,-43.03619,-22.95602,7713.631396,9.259311377,833,864,90.32119612,93.68248914
605,2.71106217,1068,393.9415376,-43.030513,-22.972633,7714.996746,7.69243511,56,101,20.65611059,37.25477088
606,2.568217097,3289,1280.654974,-43.072847,-22.927327,7712.553113,6.384867175,358,673,139.3963152,262.0494976
608,2.958713681,3556,1201.873646,-43.056147,-22.957205,7714.69827,8.077710235,179,203,60.49926396,68.61089712
609,8.68236797,3916,451.0290296,-43.035758,-22.924039,7710.462483,11.92230999,151,14,17.39156881,1.612463334
61,0.947304974,29337,30968.90737,-43.236841,-22.869508,7714.699837,7.092564391,1381,1064,1457.819855,1123.186333
610,9.764467648,16792,1719.704607,-43.004486,-22.930789,7709.63839,10.20627728,847,365,86.74308017,37.38043006
611,1.859040362,1531,823.543174,-43.015409,-22.948234,7711.875797,8.009623167,200,468,107.5823872,251.742786
612,6.212063248,1723,277.3635637,-43.026319,-22.902011,7707.844456,13.31412348,87,11,14.00500873,1.77074823
613,3.506581185,3763,1073.125019,-43.036178,-22.894312,7707.556184,7.595017448,241,238,68.72791111,67.87237695
614,2.692131602,7235,2687.461487,-43.0351,-22.882615,7706.353414,8.387993823,556,464,206.5277936,172.3541299
615,4.23134129,1415,334.4093286,-42.972087,-22.91296,7706.341477,9.640702369,135,155,31.90477694,36.63141056
616,8.099118988,3841,474.2491135,-43.000698,-22.904592,7706.87872,8.395823817,247,146,30.49714424,18.02665206
618,8.893342697,11055,1243.064658,-43.10332,-22.937503,7715.007333,7.905883497,556,322,62.51867481,36.20685843
619,4.004665284,12227,3053.189001,-43.086382,-22.916343,7712.117379,7.052612415,815,1042,203.5126389,260.1965273
620,3.824140164,13314,3481.566948,-43.054372,-22.898739,7708.858889,6.919378604,737,365,192.7230615,95.44629232
621,4.201474941,8555,2036.1897,-43.055693,-22.91856,7710.872766,6.788376113,424,179,100.9169413,42.60408607
622,2.496630942,23712,9497.599184,-43.091273,-22.869488,7707.739988,6.220304404,1469,1051,588.3929319,420.9673053
623,2.106881186,7415,3519.420103,-43.049241,-22.878932,7706.664808,7.41677092,423,132,200.770695,62.65184809
624,1.955127567,2825,1444.918504,-43.062539,-22.875803,7706.990816,8.07928603,178,102,91.04265265,52.17050882
625,2.047370177,7514,3670.073973,-43.065983,-22.888279,7708.38288,6.605482784,416,201,203.1874864,98.17472299
626,1.377855761,4195,3044.585738,-43.080136,-22.89202,7709.425928,4.915564828,312,305,226.4387962,221.3584386
627,2.149192042,13515,6288.409662,-43.069606,-22.9102,7710.713015,6.323108678,992,1015,461.5688039,472.2705
628,1.534954616,8674,5650.98141,-43.072566,-22.898576,7709.710137,4.820676304,471,119,306.8494633,77.52672214
629,2.958202082,28586,9663.301969,-43.089183,-22.902058,7710.845217,6.775005142,1514,622,511.7973547,210.2628498
63,0.786913253,4868,6186.196482,-43.244519,-22.864124,7714.538225,8.52593087,261,37,331.6756947,47.01915978
630,0.476653994,9794,20547.39942,-43.098268,-22.904644,7711.533034,5.7742118,762,1257,1598.6439,2637.133047
