GeoID,Longitude,Latitude
139,-71.0467339,42.3880151
140,-71.341441,42.6799274
141,-71.1214396,42.5804948
142,-71.1949527,42.2033344
143,-70.9963676,42.0237702
144,-70.9934424,42.3886205
145,-71.6890421,42.4078337
146,-71.5475588,42.1557414
147,-71.0822135,42.7781441
148,-71.4818809,42.4099153
149,-71.0211009,42.247041
150,-70.9654974,42.8477552
151,-70.8266956,42.5602043
152,-70.8999379,42.8117701
153,-70.9627199,42.453791
154,-71.0845748,42.3445637
155,-71.0542968,42.3262844
156,-71.0708447,42.281787
157,-70.9880989,42.3800132
158,-71.2067947,42.6670895
159,-71.1022801,42.4609741
160,-71.0907261,42.3939182
161,-71.1457225,42.350982
162,-71.0750607,42.2939435
163,-71.1034042,42.2879942
164,-71.042496,42.395316
165,-71.0357615,42.389784
166,-71.0734669,42.3717358
167,-71.1031347,42.3725128
168,-71.1679802,42.3809695
169,-70.9248258,42.5281201
170,-70.7141163,42.6328172
171,-71.2596633,42.5084237
172,-71.0060103,42.299005
173,-71.0373838,42.0621008
174,-71.0445333,42.3170979
175,-71.13464,42.2902868
176,-71.2648971,42.6286128
177,-71.1871254,42.6083666
178,-71.0043791,42.396367
179,-71.3642535,42.6501982
180,-71.1890309,42.5866203
181,-71.2154501,42.5859548
182,-70.9448366,42.8626478
183,-71.0717849,42.4553453
184,-71.0071181,42.6105133
185,-71.0944936,42.494673
186,-71.1221399,42.3800506
187,-70.9661365,41.9879935
188,-71.1017927,42.3394252
189,-70.6603338,41.8698585
190,-70.5640935,41.8826508
191,-71.1479507,42.4574296
192,-71.0961479,42.4306069
193,-71.1219219,42.3274299
194,-70.9688229,42.2661509
195,-70.9883603,41.8151767
196,-70.885117,41.8363063
197,-70.8027525,41.9591
198,-70.745874,41.8586967
199,-71.0793851,42.3476385
200,-71.6654857,42.3200355
201,-71.088017,42.4665747
202,-71.4245441,42.5551884
203,-71.1513911,42.700021
204,-71.011997,42.8386028
205,-70.9509215,42.4599011
206,-71.1215523,42.1364807
207,-70.8749058,42.1975242
208,-70.7967,42.1975067
209,-70.557523,41.8355785
210,-71.0183302,42.6831083
211,-71.1743747,42.7170924
212,-71.1375299,42.3747807
213,-70.8783141,42.8080947
214,-71.2482919,42.350031
215,-71.0539299,42.1324001
216,-71.117543,42.2495181
217,-71.5916328,42.2837019
218,-71.3245768,42.6299069
219,-71.0373247,42.449772
220,-71.1372896,42.3833708
221,-71.1168818,42.3231211
222,-71.3352753,42.6370925
223,-71.1698484,42.7523432
224,-71.1186479,42.5120977
225,-71.1471164,42.3830878
226,-70.9328714,42.5851105
227,-71.1456523,42.4026607
228,-71.2600385,42.3867295
229,-71.1166155,42.3332089
230,-71.0160241,42.279776
231,-71.0357577,42.3775778
232,-71.0853267,42.2740572
233,-70.9750268,42.3869153
234,-71.0790922,42.7968014
235,-71.2787734,42.6790421
236,-71.1700572,42.373578
237,-71.4037132,42.1176651
238,-71.0839483,42.3137479
239,-71.132605,42.2829171
240,-70.9233663,42.5004225
241,-70.9611517,42.4751392
242,-70.943685,42.4665243
243,-70.8812824,42.6332661
244,-70.9485568,42.4697278
245,-70.9318681,42.4711611
246,-70.9925246,42.4928513
247,-70.9600766,42.733822
248,-70.6536205,42.6591315
249,-70.8357337,42.8368208
250,-71.3305279,42.6437251
251,-71.1996695,42.7031863
252,-71.1127842,42.389082
253,-71.2077358,42.3841027
254,-71.0200129,42.235024
255,-70.9256893,42.0299186
256,-71.175976,42.3835353
257,-71.4622486,42.4374587
258,-71.0604948,42.0614103
259,-71.1543443,42.3526051
260,-71.3424997,42.4776669
261,-71.1588288,42.3441742
262,-71.1038626,42.3244316
263,-70.99069,42.2463008
264,-71.2263908,42.3967218
265,-71.1096291,42.130108
266,-71.0600285,42.324131
267,-71.4473028,42.5001123
268,-71.2478169,42.4129628
269,-71.0463363,42.0980527
270,-71.0703571,42.3484105
271,-71.0705291,42.3293317
272,-71.635827,42.0864766
273,-71.2873273,41.9704688
274,-71.3632515,41.9568171
275,-71.0565147,41.9516559
276,-71.3320664,41.9185477
277,-71.0127968,41.9815893
278,-71.0675668,42.2996758
279,-71.148421,42.5535872
280,-71.1269879,42.3470378
281,-71.0519594,42.3675368
282,-71.0622198,42.3163259
283,-71.0920462,42.2787961
284,-71.1371416,42.2738738
285,-71.2340953,42.4261135
286,-71.0686334,42.3603354
287,-71.0634677,42.36596
288,-70.9151401,42.0754766
289,-71.0950819,42.2826649
290,-71.1424773,42.2446858
291,-71.0328709,42.398307
292,-71.0382133,42.3368686
293,-71.4746049,42.1906581
294,-71.0655746,42.0942619
295,-71.0781591,42.3384283
296,-71.0707474,42.2882344
297,-71.4697809,42.2878081
298,-71.5673358,42.564786
299,-71.2404818,42.3624317
300,-71.1961127,42.3034837
301,-71.2536818,42.1204456
302,-71.2533625,42.1741325
303,-71.0767006,42.2627184
304,-70.6834399,42.0214242
305,-71.1297576,42.3568717
306,-71.1212626,42.3594775
307,-71.0686463,42.3631745
308,-71.4375896,42.2964715
309,-71.0807653,42.1495899
310,-71.0282345,42.0843717
311,-71.0428981,42.3323988
312,-70.9709845,42.2903815
313,-71.3095747,42.6599933
314,-71.0621379,42.4822403
315,-71.091248,42.3701212
316,-71.1897416,42.395555
317,-71.4328201,42.2180228
318,-71.1526358,42.2499646
319,-71.2422043,42.2657396
320,-71.1500992,42.339636
321,-71.0372695,42.3718877
322,-71.5787791,42.036642
323,-71.086034,42.3226962
324,-71.4323583,42.632437
325,-71.0581734,42.4938589
326,-71.1841949,42.5421191
327,-71.0834327,42.3666766
328,-70.9551839,42.1348109
329,-71.069973,42.3830719
330,-70.989672,42.4164501
331,-71.214437,42.718255
332,-71.0974901,42.0736361
333,-71.142457,42.3492514
334,-70.8733337,42.2535173
335,-71.1262938,42.3087398
336,-70.9390337,42.3265116
337,-70.9413256,42.5095323
338,-70.6710227,42.6237782
339,-70.969734,42.5342016
340,-70.7671544,42.5766364
341,-70.6307806,42.6672238
342,-70.9328547,42.4778025
343,-70.7030687,42.6013185
344,-70.9346749,42.4621327
345,-70.8489027,42.5168048
346,-70.6202423,42.6407411
347,-71.005142,42.538807
348,-71.1514459,42.3663618
349,-70.9702157,42.230647
350,-71.0929141,42.3207186
351,-71.494805,42.1407364
352,-71.6404009,42.056434
353,-71.3081154,42.3124083
354,-71.1121707,42.3636223
355,-71.2064063,42.4265458
356,-71.1721804,42.2148462
357,-70.9344775,42.087609
358,-71.1385879,42.3614845
359,-71.0539041,42.3385217
360,-71.5474127,42.300873
361,-71.0665338,42.4189957
362,-71.1376118,42.3322702
363,-71.2730087,42.1326403
364,-70.9772389,42.2463237
365,-70.9250295,42.2045482
366,-70.7231605,42.1723168
367,-71.3519101,42.6325157
368,-71.0508526,42.4075792
369,-71.2242042,42.3729926
370,-71.0562794,42.2908491
371,-71.1225857,42.4000328
372,-71.0434118,42.3722392
373,-71.0611894,42.3060364
374,-71.1780734,42.6599045
375,-71.0789951,42.4354442
376,-71.4747571,42.6007143
377,-71.5785343,42.398518
378,-71.1080038,42.4908429
379,-71.0694923,42.4266733
380,-71.5737429,42.3569937
381,-71.5904265,42.5993413
382,-71.1068199,42.7520146
383,-71.3210298,42.6424177
384,-71.0911432,42.4073321
385,-71.0569036,42.1804547
386,-71.1801287,42.6986427
387,-71.161405,42.7653669
388,-71.0700852,42.5868178
389,-71.0550991,42.5468811
390,-71.1173104,42.3687038
391,-71.1252415,42.3756704
392,-71.4289327,42.2683889
393,-71.0770216,42.3541193
394,-71.0633841,42.3787347
395,-71.080985,42.3411487
396,-71.3083671,42.6214358
397,-71.5290815,42.3399836
398,-71.2106801,42.4858555
399,-71.1305713,42.2375306
400,-71.0878101,42.3524288
401,-71.12013,42.0971245
402,-71.0821554,42.6430126
403,-71.2278512,42.4720151
404,-71.0465706,42.1889976
405,-71.0213329,42.0931685
406,-71.0856803,42.3515181
407,-71.0670729,42.3398063
408,-71.0541278,42.2979499
409,-71.1132775,42.2868052
410,-71.1694056,42.2724011
411,-71.1118088,42.2692219
412,-71.0479602,42.2826719
413,-71.0064422,42.4782716
414,-71.1557495,42.7248371
415,-71.109572,42.4030836
416,-70.9186904,42.5131059
417,-71.0976179,42.3678649
418,-71.1226221,42.3895797
419,-70.6583921,42.1028343
420,-71.0567931,42.3768529
421,-71.0284298,42.3889705
422,-71.0372581,42.4818998
423,-71.0526824,42.6641416
424,-71.3014635,42.3850421
425,-70.9085318,42.4758943
426,-71.1829608,42.375522
427,-71.2669024,42.2791911
428,-71.0286653,42.2978783
429,-70.9458292,42.1039601
430,-71.0279302,42.3347618
431,-71.0790559,42.3071378
432,-71.3627128,42.6775164
433,-71.0915348,42.418193
434,-71.1203228,42.394296
435,-70.9192412,42.5542581
436,-71.250374,42.3328415
437,-71.0416967,42.1684211
438,-71.0224812,42.0698752
439,-71.0379018,42.3682184
440,-71.6338895,42.384929
441,-71.6035879,42.1765255
442,-71.1716393,42.7008298
443,-71.1862647,42.3832332
444,-71.4263168,42.1909413
445,-71.1074808,42.3283906
446,-70.7175386,41.9188422
447,-70.5958025,41.9476234
448,-71.0621336,42.4121988
449,-71.1583359,42.4285594
450,-71.1730936,42.4186038
451,-70.8879672,42.5053726
452,-70.8836685,42.5440241
453,-71.4125646,42.405063
454,-70.5943605,41.8049233
455,-70.9463711,41.8669369
456,-71.157012,42.2873319
457,-71.0693859,42.4486825
458,-71.0341039,42.4278287
459,-71.169319,42.1231218
460,-71.2158685,42.5079814
461,-71.12252,42.4659007
462,-71.5153451,42.4322691
463,-71.1381327,42.4637851
464,-71.1694001,42.712885
465,-71.124242,42.718143
466,-71.451851,42.6589824
467,-71.3693734,42.5865094
468,-71.3536946,42.5696193
469,-71.5383193,42.6190842
470,-71.2354539,42.5430018
471,-71.3761172,42.6291518
472,-71.5718755,42.6696225
473,-70.993221,42.4416715
474,-71.3249828,42.2678202
475,-71.1173907,42.3387738
476,-71.1676863,42.3472584
477,-71.0161271,42.3873027
478,-71.0755308,42.3008408
479,-71.0601499,42.372998
480,-71.5558248,42.3993293
481,-71.0876083,42.3837648
482,-71.1853749,42.4242961
483,-70.8675812,42.5505703
484,-71.3541125,42.3848288
485,-71.381062,42.2901381
486,-71.1009719,42.1662239
487,-70.9263127,41.9270454
488,-71.0825418,42.3356824
489,-71.0643707,42.3114941
490,-71.4109116,42.283863
491,-71.1426575,42.1469759
492,-71.1157388,42.2961825
493,-71.6214942,42.2427977
494,-71.5287235,42.1430061
495,-71.1275765,42.6824583
496,-71.0535828,42.4157258
497,-71.0900911,42.3646113
498,-70.9686728,42.4684749
499,-70.8388469,42.4996724
500,-70.964411,42.7995163
501,-71.2317391,42.302777
502,-71.0602559,42.0805604
503,-71.0663888,42.3741334
504,-71.0514926,42.3354034
505,-70.9195796,42.4814627
506,-70.9007343,42.4941397
507,-70.957112,42.5121332
508,-70.9197751,42.5354977
509,-70.6621115,42.6130794
510,-70.8724166,42.770406
511,-70.9044679,42.5334952
512,-70.9789107,42.4640518
513,-70.9404962,42.4602021
514,-70.9989164,42.4507226
515,-71.2330845,42.5698972
516,-70.8919647,42.6722537
517,-71.0318059,42.4372851
518,-71.0547891,42.218278
519,-70.9374231,42.2137779
520,-71.2222483,42.031832
521,-71.1706817,42.6359797
522,-71.0918409,42.3576086
523,-71.6409862,42.5736544
524,-71.024301,42.2597111
525,-71.0958461,42.3431682
526,-71.0369483,42.3334669
527,-71.202152,42.4453551
528,-71.0808985,42.3321186
529,-71.6174916,42.2674406
530,-71.0639144,42.3496539
531,-71.0896052,42.3398654
532,-71.1042025,42.3206587
533,-71.1188131,42.2587734
534,-70.9274994,42.4676352
535,-70.9382049,42.2286236
536,-70.8686801,42.1329278
537,-71.3248851,42.6010179
538,-71.1665482,42.4010318
539,-71.2264635,42.339608
540,-71.0882066,42.1261614
541,-71.2002848,42.1687889
542,-71.3326323,41.9566547
543,-71.3644124,41.908866
544,-71.0812345,41.9085896
545,-71.1136637,41.8727942
546,-71.3003202,41.9299343
547,-71.2903384,41.9156553
548,-71.1862553,42.0416961
549,-71.0432922,42.4049931
550,-71.3870512,42.2769747
551,-71.315607,42.2028409
552,-71.2202468,42.1783786
553,-71.1613534,42.0798846
554,-71.3080484,42.0530359
555,-71.0306229,42.1089315
556,-71.010992,42.0876567
557,-70.9654273,42.0188653
558,-70.8633336,42.003513
559,-71.0860108,42.3781375
560,-71.2007488,42.3670818
561,-71.5248533,42.1730251
562,-71.5334157,42.1240798
563,-71.1650714,42.3895237
564,-71.2524464,42.3770318
565,-71.4822848,42.2763602
566,-71.2831806,42.3190489
567,-71.2712408,42.3036249
568,-71.0069754,42.3611289
569,-71.5199429,42.1397472
570,-71.544902,42.0944698
571,-71.1124816,42.3745558
572,-71.3618321,42.5366203
573,-71.3185405,42.6499167
574,-71.1574973,42.3315048
575,-71.088061,42.345075
576,-71.0811149,42.4869089
577,-71.4799723,42.0549671
578,-71.0638243,42.277192
579,-70.7199181,42.1269733
580,-71.0493069,42.5132149
581,-71.1034137,42.0565564
582,-71.1350785,42.0090851
583,-71.4297616,42.4649683
584,-71.381186,42.3436865
585,-70.6510226,41.9458544
586,-71.0295001,42.3819368
587,-71.0698538,42.3152689
588,-71.1284206,42.2577216
589,-71.1626289,42.7200926
590,-71.0740802,42.0170483
591,-71.0623353,42.3989732
592,-71.1007292,42.3769894
593,-71.2563824,42.3656771
594,-71.2954958,42.2881888
595,-70.8029708,42.0957207
596,-70.9974758,42.4065669
597,-71.2039895,42.3367826
598,-71.0499171,42.3316206
599,-71.0966847,42.3713569
600,-71.1309587,42.3373654
601,-71.4175967,42.0507024
602,-70.8071796,42.6929474
603,-70.9922056,42.0917198
604,-71.0705167,42.3073664
605,-71.0274593,42.4023748
606,-71.1013288,42.7860955
607,-71.085116,42.3719842
608,-71.1279417,42.3926659
609,-70.7765923,42.634421
610,-71.4582565,42.3022275
611,-71.0104974,42.2383744
612,-71.0532861,42.3600562
613,-71.1464585,42.627981
614,-71.083463,42.7666364
615,-71.3944905,42.6791203
616,-71.5186309,42.3876562
617,-71.1150704,42.3983945
618,-71.1057832,42.3584986
619,-71.2130543,42.3927833
620,-71.3366019,42.0128003
621,-71.1334045,42.3500029
622,-71.0838808,42.3497223
623,-70.9936992,42.402223
624,-71.1019313,42.3126415
625,-71.132155,42.3421455
626,-71.0383574,42.0801793
627,-71.0250438,42.0750589
628,-70.9851875,42.2276289
629,-71.3448784,42.6493046
630,-71.1802213,42.5023484
631,-71.0839683,42.5008866
632,-71.1368106,42.4271789
633,-71.1653408,42.4456096
634,-71.1672343,42.7091504
635,-71.2314324,42.7354454
636,-71.3111418,42.6541347
637,-71.4711875,42.5232599
638,-71.1834193,42.4651765
639,-71.1340941,42.4189818
640,-70.995667,42.2386598
641,-71.1779023,42.7122643
642,-71.1461193,42.4850405
643,-71.1238855,42.4151299
644,-70.9245699,42.843075
645,-71.4004917,42.505374
646,-71.0555949,42.315641
647,-70.9983953,42.4239901
648,-71.1787065,42.7224295
649,-71.5280063,42.242349
650,-71.5544067,42.3334309
651,-70.9264796,42.5204974
652,-70.6995892,42.0794756
653,-71.1511708,42.6708383
654,-71.1345104,42.6576917
655,-71.0706649,42.4653802
656,-71.0988117,42.4230719
657,-71.0478548,42.4203461
658,-71.0814942,42.3948223
659,-70.9597184,42.0768607
660,-71.2370466,42.6179021
661,-71.4341849,42.2535215
662,-71.2765533,42.0579097
663,-70.9969944,42.1532853
664,-71.1196352,42.3468934
665,-71.3086291,42.5637486
666,-71.675513,42.4828194
667,-71.687983,42.4261168
668,-70.9668393,42.2569187
669,-70.8355064,42.1696319
670,-71.0444225,42.0333855
671,-71.1460285,42.6869627
672,-71.1654351,42.7354765
673,-71.073303,42.7785615
674,-70.8966155,42.51489
675,-70.9531065,42.5277395
676,-70.9434401,42.6413794
677,-71.0575175,42.3524416
678,-71.1016908,42.3323459
679,-71.1397069,42.2983302
680,-71.1086655,42.7008395
681,-71.112346,42.4413687
682,-71.1817605,42.4194076
683,-71.2572912,42.4051887
684,-71.0413191,42.2915512
685,-71.6018757,42.4399368
686,-71.1267059,42.2988831
687,-71.1434812,42.7152209
688,-71.2886299,42.6249396
689,-71.1272714,42.4000613
690,-71.4121324,42.2962927
691,-71.1702287,42.1876002
692,-71.6466695,42.2682117
693,-70.5348418,41.8926878
694,-70.9339207,41.812971
695,-71.0017134,42.191861
696,-70.9256887,41.8942233
697,-70.7863571,41.9119691
698,-71.0567242,42.3398086
699,-71.0962095,42.3346057
700,-71.1371951,42.0433373
701,-71.1599991,42.3807304
702,-71.2949471,42.344986
703,-71.2010291,42.3609087
704,-70.9927926,42.180282
705,-70.9392437,42.1891541
706,-71.1492929,42.3438495
707,-71.3242742,42.6378194
708,-71.4078828,42.2678619
709,-71.1714978,42.2904255
710,-71.3911181,42.5993872
711,-71.1194435,42.3864493
712,-71.5209848,42.4859849
713,-70.6858284,42.6290241
714,-70.9467164,42.2395414
715,-71.0830825,42.1081632
716,-70.9998186,42.1039699
717,-71.0158387,42.05277
718,-71.1438264,42.3414718
719,-71.0365915,42.3642605
720,-71.5005167,42.6760778
721,-71.2385575,42.3692509
722,-71.2064824,42.1886932
723,-71.0131766,42.2528767
724,-71.094613,42.3006134
725,-71.0999859,42.2718109
726,-71.0653531,42.7515469
727,-71.2843929,42.6372608
728,-71.1459389,42.4941622
729,-70.8822148,42.5797571
730,-71.4326542,42.374693
731,-71.3669754,42.3249648
732,-71.0880449,42.3333666
733,-70.9695072,42.3673241
734,-70.8359146,42.6183393
735,-70.8984776,42.5496229
736,-70.6576261,42.6215687
737,-70.9992963,42.7120075
738,-70.9626178,42.490511
739,-70.9260406,42.4282561
740,-70.8724094,42.4871332
741,-70.8642364,42.5069702
742,-70.9393357,42.5606236
743,-70.6398023,42.6067699
744,-71.3040807,42.6296698
745,-70.9126637,42.8627096
746,-71.3801081,42.0783653
747,-71.015087,42.1159859
748,-71.0878643,42.5316413
749,-71.1688266,42.3541442
750,-71.0332714,42.3753575
751,-71.0797972,42.2827979
752,-70.9841693,42.3958704
753,-71.1152915,42.4118086
754,-71.1287863,42.1963267
755,-71.0873027,42.2902498
756,-70.9373136,42.1581432
757,-71.1594658,42.2689968
758,-71.1835071,42.3440287
759,-71.4058655,42.3321788
760,-71.1251892,42.267997
761,-70.9531078,42.479893
762,-71.2487197,42.0043385
763,-71.0710504,42.2404604
764,-70.9853846,42.4690494
765,-70.9547242,42.4656928
766,-71.4523469,42.3417684
767,-71.2830483,41.9439753
768,-71.2806485,41.9363126
769,-71.2439056,41.9366638
770,-71.1471841,41.9873849
771,-71.0937386,41.8930097
772,-71.0258254,41.9193129
773,-70.8234876,42.2713919
774,-71.5119185,42.0333992
775,-71.0537765,42.4653832
776,-71.4691441,42.1040276
777,-71.1379847,42.3469581
778,-71.0753771,42.3432584
779,-71.076505,42.3109366
780,-71.0796304,42.4063103
781,-71.0849877,42.2960418
782,-70.9036409,42.1062197
783,-70.793904,42.0543663
784,-71.1991211,42.2487745
785,-71.6467991,42.1526074
786,-71.6263297,42.3231869
787,-71.5076907,42.2135129
788,-71.1220388,42.4046307
789,-71.095863,42.2545233
790,-71.0007484,42.2523398
791,-70.9575141,42.2113791
792,-70.7501467,42.2429616
793,-70.9731985,42.0591118
794,-71.0790504,42.3274519
795,-71.2133136,42.3237866
796,-71.0984954,42.3623316
797,-71.202391,42.3474488
798,-71.0857215,42.2848004
799,-71.1083675,42.305157
800,-71.0661698,42.2950231
801,-71.1138,42.803535
802,-71.2829028,42.5868236
803,-71.5041807,42.5463041
804,-71.1035948,42.3672284
805,-71.1151808,42.3801387
806,-71.4450462,42.3543267
807,-71.3382899,42.2965382
808,-71.2287463,42.2068156
809,-71.089652,42.3154742
810,-71.0668701,42.3199357
811,-71.0483767,42.4280094
812,-71.1545889,42.7119763
813,-71.3260812,42.6562242
814,-71.0965111,42.3912376
815,-71.1328407,42.3986711
816,-71.1408988,42.4141319
817,-71.1000663,42.2259907
818,-71.0657432,42.3550872
819,-71.0390042,42.4192406
820,-71.2128994,42.3138473
821,-71.3746897,42.2335699
822,-71.1818415,42.2668165
823,-71.2036931,42.1200933
824,-71.0276348,42.2791817
825,-71.6718215,42.119228
826,-71.1225529,42.2864332
827,-71.30959,42.6447316
828,-71.3108115,42.4255064
829,-71.477543,42.4644272
830,-71.1844429,42.3557277
831,-71.3955725,42.3160901
832,-71.458813,42.3215682
833,-71.2999982,42.1698248
834,-71.2188584,42.1946834
835,-71.0218426,42.2179716
836,-70.7988829,42.262428
837,-71.6202209,42.6533131
838,-71.1063266,42.3951851
839,-71.1404568,42.3902981
840,-71.0225606,42.2005902
841,-70.6792393,42.0443524
842,-71.0231021,42.5175019
843,-71.2265194,42.368618
844,-70.9491995,42.329611
845,-71.395644,42.6396768
846,-71.3345645,42.6305381
847,-71.1796455,42.571452
848,-71.1107766,42.5481562
849,-71.0590124,42.4247497
850,-71.2609443,42.559693
851,-71.3465742,42.6122111
852,-71.5744478,42.3787848
853,-71.1285873,42.4476714
854,-71.4461646,42.5752707
855,-71.04636,42.7771665
856,-71.2244363,42.5319893
857,-71.1590881,42.7110658
858,-71.5720529,42.2203648
859,-71.0243619,42.3439164
860,-71.6417351,42.3173315
861,-71.1542001,42.2235593
862,-71.0494372,42.2616944
863,-71.0337221,42.2715985
864,-71.0694112,42.3577086
865,-70.989998,42.3722211
866,-71.014604,42.4575109
867,-71.3411678,42.3116426
868,-71.1673735,42.2399389
869,-71.4327808,42.1558155
870,-71.3119902,42.1174024
871,-70.7537137,42.1279892
872,-71.0198711,42.0832573
873,-71.1034479,42.3497818
874,-71.0422812,42.3495755
875,-71.0659136,42.3036111
876,-71.677699,42.4179828
877,-71.0593047,42.4359325
878,-71.1044992,42.3875385
879,-71.3544221,42.1180896
880,-70.8226092,42.6752236
881,-71.4345466,42.0829805
882,-70.8250739,42.0461039
883,-71.0644405,42.3451368
884,-71.0520372,42.379041
885,-71.1125543,42.3467577
886,-71.2500852,42.3159878
887,-71.3087915,42.3004028
888,-70.9744124,42.4590383
889,-70.9623464,42.4657301
890,-71.4154287,42.1468014
891,-70.9423617,42.079604
892,-71.0976901,42.319327
893,-71.1116653,42.3139015
894,-70.9711452,42.4359498
895,-71.2486315,42.4584774
896,-71.1445067,42.7936996
897,-71.1300428,42.4091227
898,-71.4668529,42.479293
899,-71.2298425,42.3558585
900,-71.0516795,42.3082694
901,-71.1400504,42.265018
902,-71.307502,42.6349306
903,-71.3740693,42.4426939
904,-71.096804,42.3453168
905,-70.8468895,42.1068125
906,-70.8907817,42.2137761
907,-70.6759084,42.0808889
908,-71.1088407,42.3191097
909,-70.6787576,41.9750835
910,-70.670135,41.9648571
911,-71.1728228,42.6927108
912,-71.1073693,42.7732278
913,-71.1929136,42.0147262
914,-70.9238936,42.817548
915,-71.1883527,42.403981
916,-71.2941324,42.4916993
917,-71.2464922,42.0798262
918,-71.0723969,42.1958982
919,-71.0328182,42.4071974
920,-71.3168388,42.6822625
921,-71.5352637,42.3643537
922,-71.5926446,42.3414582
923,-71.3193217,42.6335728
924,-70.9654723,42.4595512
925,-71.1966282,42.377434
926,-71.2358074,42.3252956
927,-71.1248263,42.3333165
928,-71.0192719,42.1374509
929,-70.8737912,42.2822227
930,-71.1179933,42.5264171
931,-71.3995446,42.44525
932,-71.0937549,42.3277602
933,-70.8869311,42.5167766
934,-70.964094,42.1916372
935,-70.936709,42.2565941
936,-70.9072389,42.2424838
937,-71.0218234,42.4107259
938,-71.0076986,42.4073348
939,-71.0838687,42.3863775
940,-71.0821193,42.4294796
941,-71.3985938,42.2751063
942,-71.0253675,42.1006006
943,-71.0937501,42.3494322
